entity_id,canonical_name,core_name,legal_suffix,tax_id,country,raw_variants,mention_count
E189,Iberian Dyeworsk Inc.,iberian dyeworks,inc,384972853,US,IBERIAN DYEWORKS INC. | Iberian Dyeworks Inc | Iberian Dyeworks Inc. | Iberian Dyeworsk Inc.,7
E190,Iberian Electronics SARL,iberian electronics,sarl,706239917751423,MA,IBERIAN ELECTRONICS SARL | Iberian Electronics SARL | Ibreian Electronics SARL,6
E191,Iberian Fibers SRAL,iberian fibers sral,sarl,39013758056,FR,IBERIAN FIBERS SARL | Iberian Fibers SARL | Iberian Fibers SRAL,3
E192,Iberian Leather Pvt. Ltd.,iberian leather,pvt ltd,35HRPHY3801A1Z5,IN,Iberian Leather Pvt. Ltd.,3
E193,Iberian Machinery Ltd.,iberian machinery,ltd,910116526,GB,IBERIAN MACHINERY LTD. | Iberian Machinery Ltd | Iberian Machinery Ltd. | Iberian Machniery Ltd. | iberian machinery ltd.,14
E194,Iberian Machinery Ltd.,iberian machinery,ltd,,,Iberian Machinery Ltd | Iberian Machinery Ltd.,2
E195,iberian machinery ltd.,iberian machinery,ltd,91011652,GB,iberian machinery ltd.,1
E196,Iberian Materials AG,iberian materials,ag,817466807,DE,IBERIAN MATERIALS AG | Iberian Materials AG | Iberian Materiasl AG | iberian materials ag,12
E197,IBERIAN MATERIALS AG,iberian materials,ag,81746680,DE,IBERIAN MATERIALS AG,1
E198,IBERIAN MATERIALS AG,iberian materials,ag,,,IBERIAN MATERIALS AG,1
E199,Iberian Plastics S.L.,iberian plastics,s l,85181933E,ES,IBERIAN PLASTICS S.L. | Iberian Plastics S.L. | Iberian Plastics SL | Iberian Platsics S.L.,6
E200,iberian tooling s.r.l.,iberian tooling s r l,,,,iberian tooling s.r.l.,1
E201,Iberian Tooling Srl,iberian tooling srl,,66369023642,IT,Iberian Tooling S.r.l. | Iberian Tooling Srl | iberian tooling s.r.l.,5
E202,Irongate Alloys A.Ş.,irongate alloys,a s,6888337780,TR,IRONGATE ALLOYS A.Ş. | Irognate Alloys A.Ş. | Irongate Alloys A.Ş. | Irongate Alloys AŞ | irongate alloys a.ş.,22
E203,"irongate ceramics co., ltd.",irongate ceramics,co ltd,2309407591,VN,"IRONGATE CERAMICS CO., LTD. | Irongate Ceramics Co, Ltd | irongate ceramics co., ltd.",7
E204,irongate circuits b.v.,irongate circuits b v,,410656411B65,NL,IRONGATE CIRCUITS B.V. | Irongate Circuits B.V. | Irongate Circutis B.V. | irongate circuits b.v.,6
E205,Irongate Electronics Inc.,irongate electronics,inc,178899452,US,IRONGATE ELECTRONICS INC. | Irongate Electronics Inc | Irongate Electronics Inc. | irongate electronics inc.,5
E206,Irongate Industries S.r.l.,irongate industries s r l,,62370499022,IT,Irongate Industries S.r.l.,3
E207,Irongate Logistics B.V.,irongate logistics,bv,511393683B38,NL,IRONGATE LOGISTICS B.V. | Irongate Logistics B.V. | Irongate Logistics BV | irongate logistics b.v.,9
E208,irongate logistics b.v.,irongate logistics b v,,,,irongate logistics b.v.,1
E209,Irongate Steel AG,irongate steel,ag,851882729,DE,IRONGATE STEEL AG | Irognate Steel AG | Irongate Steel AG | irongate steel ag,6
E210,LAKESIDE ELECTRONICS SARL,lakeside electronics,sarl,82775299571,FR,LAKESIDE ELECTRONICS SARL,3
E211,"Lakeside Electronics Co., Ltd.",lakeside electronics,co ltd,YC17FKMGNQ3R7BUY9H,CN,"LAKESIDE ELECTRONICS CO., LTD. | Lakeside Electronics Co., Ltd. | lakeside electronics co., ltd.",5
E212,Lakeside Foundry Sp. z o.o.,lakeside foundry,sp z o o,0346729503,PL,LAKESIDE FOUNDRY SP. Z O.O. | Lakeside Foundry Sp z oo | Lakeside Foundry Sp. z o.o.,4
E213,LAKESIDE INDUSTRIES LDA.,lakeside indsutries lda,,868765643,PT,LAKESIDE INDUSTRIES LDA. | Lakeside Indsutries Lda. | Lakeside Industries Lda | Lakeside Industries Lda.,9
E214,lakeside materials inc.,lakeside materials,inc,705466589,US,LAKESIDE MATERIALS INC. | Lakeisde Materials Inc. | Lakeside Materials Inc | Lakeside Materials Inc. | lakeside materials inc.,6
E215,LAKESIDE PACKAGING S.L.,lakeside packaging,s l,61385815B,ES,LAKESIDE PACKAGING S.L. | Lakeside Packaging S.L. | Lakeside Packgaing S.L. | lakeside packaging s.l.,5
E216,"Lakeside Packaging Co., Ltd.",lakeside packaging,co ltd,6606551693,VN,"Lakeside Packaging Co., Ltd. | Lakeside Packaging oC., Ltd.",3
E217,Lkaeside Electronics SARL,lkaeside electronics,sarl,82775299571,FR,Lkaeside Electronics SARL,1
E218,Meridian Assebmlies Sp. z o.o.,meridian assebmlies,sp z o o,3793702943,PL,MERIDIAN ASSEMBLIES SP. Z O.O. | Meridian Assebmlies Sp. z o.o. | Meridian Assemblies Sp. z o.o.,9
E219,Meridian Assemblies Sp z oo,meridian assemblies,sp z oo,,,Meridian Assemblies Sp z oo,1
E220,Meridian Fasteners Ltd.,meridian fasteners,ltd,212776106,GB,MERIDIAN FASTENERS LTD. | Meirdian Fasteners Ltd. | Meridian Fasteners Ltd | Meridian Fasteners Ltd. | meridian fasteners ltd.,23
E221,meridian fasteners ltd.,meridian fasteners,ltd,,,MERIDIAN FASTENERS LTD. | meridian fasteners ltd.,4
E222,"Meridian Foundry Co., Ltd.",meridian foundry,co ltd,6936664761,VN,"MERIDIAN FOUNDRY CO., LTD. | Meirdian Foundry Co., Ltd. | Meridian Foundry Co, Ltd | Meridian Foundry Co., Ltd. | meridian foundry co., ltd.",26
E223,"MERIDIAN FOUNDRY CO., LTD.",meridian foundry,co ltd,36664761,VN,"MERIDIAN FOUNDRY CO., LTD.",1
E224,Meridian Industrie sSAS,meridian industrie ssas,,,FR,Meridian Industrie sSAS,1
E225,Meridian Industries SAS,meridian industries sas,,10596861958,FR,MERIDIAN INDUSTRIES SAS | Meridian Industries SAS,5
E226,Meridian Waeving Pvt. Ltd.,meridian waeving,pvt ltd,,IN,Meridian Waeving Pvt. Ltd.,1
E227,Meridian Weaving Pvt. Ltd.,meridian weaving,pvt ltd,06VZKDB3713A1Z5,IN,Meridian Weaving Pvt. Ltd. | meridian weaving pvt. ltd.,5
E228,Meridian Yarns Sp z oo,meridian yarns,sp z o o,8435722373,PL,Meridian Yarns Sp z oo | Meridian Yarns Sp. z o.o. | Meridian Yarns Sp.z o.o. | meridian yarns sp. z o.o.,12
E229,"Meridian Yarns Co., Ltd.",meridian yarns,co ltd,2407709660,VN,"Meridian Yarns Co., Ltd.",3
E230,Millbrook Alloys AG,millbrook alloys,ag,251791722,DE,Millbrook Alloys AG | millbrook alloys ag,6
E231,"Millbrook Circuits Co., Ltd.",millbrook circuits,co ltd,G2WQHWTPM4R5ZZT4EZ,CN,"MILLBROOK CIRCUITS CO., LTD. | Millbrook Circiuts Co., Ltd. | Millbrook Circuits Co., Ltd. | millbrook circuits co., ltd.",5
E232,Millbrook Components A.Ş.,millbrook components,a s,8678162734,TR,MILLBROOK COMPONENTS A.Ş. | Millbrook Component sA.Ş. | Millbrook Components A.Ş.,4
E233,Millbrook Fibers Pvt. Ltd.,millbrook fibers,pvt ltd,84WSTJK5150A1Z5,IN,MILLBROOK FIBERS PVT. LTD. | Millbrook Fibers Pvt. Ltd.,4
E234,Millbrook Machinery Lda.,millbrook machinery lda,,95520705,PT,Millbrook Machinery Lda | Millbrook Machinery Lda.,4
E235,Millbrook Polymers B.V.,millbrook polymers b v,,353205082B84,NL,Millbrook Polymers B.V. | Millbrook Poylmers B.V.,3
E236,MILLBROOK POLYMERS B.V.,millbrook polymers b v,,,,MILLBROOK POLYMERS B.V.,1
E237,Millbrook Solutions Lda,millbrook solutions lda,,399423598,PT,Millbrook Solutions Lda | Millbrook Solutions Lda. | Millbrook Solutions dLa. | millbrook solutions lda.,6
E238,millbrook tooling sarl,millbrook tooling,sarl,671609145861330,MA,millbrook tooling sarl,3
E239,Nordci Materials GmbH,nordci materials,gmbh,50241043,DE,Nordci Materials GmbH,1
E240,Nordci Materials GmbH,nordci materials,gmbh,,,Nordci Materials GmbH,1
E241,Nordic Ceramics S.L.,nordic ceramics,s l,28842673D,ES,NORDIC CERAMICS S.L. | Nordic Ceramics S.L.,5
E242,Nordic Fibers SAS,nordic fibers sas,,32114540305,FR,NORDIC FIBERS SAS | Nordic Fibers SAS | NordicF ibers SAS | nordic fibers sas,18
E243,Nordic Materials GmbH,nordic materials,gmbh,502141043,DE,NORDIC MATERIALS GMBH | Nordci Materials GmbH | Nordic Materials GmbH | nordic materials gmbh,27
E244,NORDIC MATERIALS GMBH,nordic materials,gmbh,E502141043,,NORDIC MATERIALS GMBH,1
E245,"Nordic Steel Co., Ltd.",nordic steel,co ltd,8GD5XVJXREAEQ92CHW,CN,"Nordic Steel Co., Ltd. | nordic steel co., ltd.",5
E246,Northgat eAssemblies Inc.,northgate assemblies,inc,553358029,US,NORTHGATE ASSEMBLIES INC. | Northgat eAssemblies Inc. | Northgate Assemblies Inc | Northgate Assemblies Inc.,5
E247,Northgate Ceramics SARL,northgate ceramics,sarl,708207504345321,MA,Northgate Ceramics SARL | northgate ceramics sarl,3
E248,Northgate Circuits Ltd.,northgate circuits,ltd,715429489,GB,NORTHGATE CIRCUITS LTD. | Northgate Circuist Ltd. | Northgate Circuits Ltd | Northgate Circuits Ltd.,28
E249,Northgate Circuits Ltd,northgate circuits,ltd,,,Northgate Circuits Ltd,1
E250,Northgate Machinery Ltd.,northgate machinery ldt,ltd,144982519,GB,NORTHGATE MACHINERY LTD. | Northgate Machinery Ldt. | Northgate Machinery Ltd | Northgate Machinery Ltd. | northgate machinery ltd.,26
E251,"Northgate Polymers Co. ,Ltd.",northgate polymers,co ltd,0TNTW3356HT9DCDKZ7,CN,"Northgate Polymers Co, Ltd | Northgate Polymers Co. ,Ltd. | northgate polymers co., ltd.",6
E252,Northgate Polymers S.r.l.,northgate polymers s r l,,79593991237,,Northgate Polymers S.r.l.,1
E253,Northgate Polymers S.r.l.,northgate polymers s r l,,,IT,Northgate Polymers S.r.l.,1
E254,Northgate Polymers Srl,northgate polymers srl,,79593991237,,Northgate Polymers Srl,1
E255,Northgate Solutions A.Ş.,northgate solutions,a s,0832460819,TR,Northgate Solutions A.Ş. | northgate solutions a.ş.,3
E256,Northgate Stele A.Ş.,northgate stele,a s,6256180218,TR,Northgate Steel A.Ş. | Northgate Stele A.Ş.,3
E257,Northgate Stele A.Ş.,northgate stele,a s,56180218,TR,Northgate Stele A.Ş.,1
E258,NorthGate Textiles S.A.,northgate textiles,sa,60227680G,ES,NORTHGATE TEXTILES S.A. | NorthGate Textiles S.A. | NorthGate Textiles SA | NotrhGate Textiles S.A. | northgate textiles s.a.,49
E259,Northgate Trading SARL,northgate trading,sarl,81767886857,FR,NORTHGATE TRADING SARL | Northgaet Trading SARL | Northgate Trading SARL,4
E260,Northgate Trading S.A.,northgate trading,s a,71132831E,ES,NORTHGATE TRADING S.A. | Northgate Trading S.A. | Northgate Tradnig S.A. | northgate trading s.a.,6
E261,OAKRIDGE ASSEMBLIES INC.,oakridge assemblie sinc,inc,654137672,US,OAKRIDGE ASSEMBLIES INC. | Oakridge Assemblie sInc. | Oakridge Assemblies Inc | Oakridge Assemblies Inc.,6
E262,Oakridge Fasteners Lda.,oakridge fasteners lda,,175750309,PT,OAKRIDGE FASTENERS LDA. | Oakridge Fasteners Lda | Oakridge Fasteners Lda. | Oakridge Fsateners Lda. | oakridge fasteners lda.,20
E263,Oakridge Group Sp. z o.o.,oakridge group,sp z o o,,,Oakridge Group Sp. z o.o.,1
E264,Oakridge Group Sp. z o.o.,oakridge group,sp z o o,8531929520,PL,Oakridge Group Sp z oo | Oakridge Group Sp. z o.o. | oakridge group sp. z o.o.,3
E265,Oakridge Group SARL,oakridge group,sarl,,FR,Oakridge Group SARL,1
E266,Oakridge Logistcis A.Ş.,oakridge logistcis,a s,796360941,TR,Oakridge Logistcis A.Ş.,1
E267,Oakridge Logistics A.Ş.,oakridge logistics,as,7963609841,TR,OAKRIDGE LOGISTICS A.Ş. | Oakridge Logistcis A.Ş. | Oakridge Logistics A.Ş. | Oakridge Logistics AŞ | oakridge logistics a.ş.,21
E268,Oakridge Metals SARL,oakridge metals,sarl,96492088836,FR,Oakridge Metals SARL | oakridge metals sarl,3
E269,OAKRIDGE PACKAGING SAS,oakridge packaging sas,,69577944501,FR,OAKRIDGE PACKAGING SAS | Oakirdge Packaging SAS | Oakridge Packaging SAS | oakridge packaging sas,12
E270,OAKRIDGE PLASTICS PVT. LTD.,oakridge plastics,pvt ltd,94HXCVS3375A1Z5,IN,OAKRIDGE PLASTICS PVT. LTD. | Oakridge Plastics Pvt Ltd | Oakridge Plastics Pvt. Ltd. | Oakridge Platsics Pvt. Ltd. | oakridge plastics pvt. ltd.,17
E271,"Oakridge Polymers Co., Ltd.",oakridge polymers,co ltd,QATCNZKTQP0GYSSKQK,CN,"OAKRIDGE POLYMERS CO., LTD. | Oakrideg Polymers Co., Ltd. | Oakridge Polymers Co., Ltd. | oakridge polymers co., ltd.",5
E272,Oakridge Textile sB.V.,oakridge textile sb v,,,NL,Oakridge Textile sB.V.,1
E273,OAKRIDGE TEXTILES B.V.,oakridge textiles,bv,886154196B97,NL,OAKRIDGE TEXTILES B.V. | Oakridge Textiles B.V. | Oakridge Textiles BV | oakridge textiles b.v.,5
E274,OakridgeG roup SARL,oakridgeg roup,sarl,91357663492,FR,OakridgeG roup SARL,2
E275,Pacfiic Dyeworks B.V.,pacfiic dyeworks b v,,,NL,Pacfiic Dyeworks B.V.,1
E276,Pacfiic Weaving SAS,pacfiic weaving sas,,78660368846,FR,PACIFIC WEAVING SAS | Pacfiic Weaving SAS | Pacific Weaving SAS,5
E277,Pacific Coatings Ltd,pacific coatings,ltd,202514640,GB,PACIFIC COATINGS LTD. | Pacific Coatings Ltd | Pacific Coatings Ltd. | pacific coatings ltd.,6
E278,Pacific Coatings Ltd.,pacific coatings,ltd,,,Pacific Coatings Ltd.,1
E279,Pacific Dyeworks B.V.,pacific dyeworks,bv,382948470B92,NL,PACIFIC DYEWORKS B.V. | Pacific Dyeworks B.V. | Pacific Dyeworks BV | pacific dyeworks b.v.,7
E280,PACIFIC DYEWORKS B.V.,pacific dyeworks b v,,,,PACIFIC DYEWORKS B.V.,1
E281,"Pacific Machinery Co., Ltd.",pacific machinery,co ltd,4Z7XKKST8VZHE9JLQ5,CN,"PACIFIC MACHINERY CO., LTD. | Pacific Machinery Co, Ltd | Pacific Machinery Co., Ltd. | Pacific Machinery Co.,L td. | pacific machinery co., ltd.",8
E282,pacific machinery lda.,pacific machinery lda,,721441525,PT,PACIFIC MACHINERY LDA. | Pacific Machinery Lda | Pacific Machinery Lda. | Pacific Machniery Lda. | pacific machinery lda.,27
E283,Pacific Metals Inc.,pacific metals,inc,117347262,US,PACIFIC METALS INC. | Pacific Meatls Inc. | Pacific Metals Inc | Pacific Metals Inc.,19
E284,Pacific Weaving S.L.,pacific weaving,s l,36664405A,ES,Pacific Weaving S.L. | Pacific Weaving SL,3
E285,Pcaific Weaving S.L.,pcaific weaving,s l,36664405A,ES,Pcaific Weaving S.L.,2
E286,Permier Dyeworks A.Ş.,permier dyeworks,a s,6954004320,TR,Permier Dyeworks A.Ş.,4
E287,PREMIER COATINGS A.Ş.,premier coatings,a s,4752892539,TR,PREMIER COATINGS A.Ş. | Premier Coatings .AŞ. | Premier Coatings A.Ş. | Premier Coatings AŞ | premier coatings a.ş.,22
E288,Premier Coatings SARL,premier coatings,sarl,329449379788765,MA,PREMIER COATINGS SARL | Premier Coatings SARL,8
E289,Premier Dyeworks A.Ş.,premier dyeworks,a s,6954004320,TR,PREMIER DYEWORKS A.Ş. | Premier Dyeworks A.Ş. | Premier Dyeworks AŞ | premier dyeworks a.ş.,17
E290,premier materials sp. z o.o.,premier materials,sp z o o,5659235740,PL,Premier Materials Sp .z o.o. | Premier Materials Sp. z o.o. | premier materials sp. z o.o.,6
E291,"Premier Metals Co, Ltd",premier metals,co ltd,NWJ0XPEEVPEXGSBTWU,CN,"Premier Metals Co, Ltd | Premier Metals Co., Ltd. | premier metals co., ltd.",3
E292,"Premier Metals Co.,L td.",premier metals co l td,,,CN,"Premier Metals Co.,L td.",1
E293,"Prime Electronics Co, Ltd",prime electronics,co ltd,8QMU72MHTLP9NJ96,CN,"PRIME ELECTRONICS CO., LTD. | Priem Electronics Co., Ltd. | Prime Electronics Co, Ltd | Prime Electronics Co., Ltd. | prime electronics co., ltd.",11
E294,Prime Industries B.V.,prime industries b v,,669375536B21,NL,Prime Industries B.V. | prime industries b.v.,3
E295,prime packaging sarl,prime packaging,sarl,39133626704,FR,PRIME PACKAGING SARL | Prime Packaging SARL | PrimeP ackaging SARL | prime packaging sarl,9
E296,prime packaging sarl,prime packaging,sarl,F39133626704,FR,prime packaging sarl,1
E297,Prime Polymers S.L.,prime polymers,s l,49180374G,ES,Prime Polymers S.L. | Prime Polymers SL | Prime PolymersS .L. | prime polymers s.l.,10
E298,prime textiles sarl,prime textiles,sarl,750072831530094,MA,Prime Textiels SARL | Prime Textiles SARL | prime textiles sarl,3
E299,premier solutions lda.,prmeier solutions lda,,712236852,PT,PREMIER SOLUTIONS LDA. | Premier Solutions Lda. | Prmeier Solutions Lda. | premier solutions lda.,5
E300,Redstone Chemicals Lda.,redstone chemicals lda,,253396557,PT,REDSTONE CHEMICALS LDA. | Redstone Chemiacls Lda. | Redstone Chemicals Lda | Redstone Chemicals Lda. | redstone chemicals lda.,30
E301,Redstone Chemicals AŞ,redstone chemicals,as,,TR,Redstone Chemicals A.Ş. | Redstone Chemicals AŞ | redstone chemicals a.ş.,3
E302,Redstone Electronics B.V.,redstone electronics b v,,912755756B86,NL,REDSTONE ELECTRONICS B.V. | Redstone Electronics B.V.,4
E303,Redstone ElectronicsB .V.,redstone electronicsb v,,,,Redstone ElectronicsB .V.,1
E304,Redstone Manufacturing GmbH,redstone manufacturing,gmbh,473445968,DE,Redstone Manufacturing GbmH | Redstone Manufacturing GmbH | redstone manufacturing gmbh,5
E305,Redstone Manufacturing GmbH,redstone manufacturing,gmbh,,,Redstone Manufacturing GmbH,1
E306,"REDSTONE PLASTICS CO., LTD.",redstone plastics,co ltd,2677094459,VN,"REDSTONE PLASTICS CO., LTD. | Redstone Plastics Co, Ltd | Redstone Plastics Co., Ltd. | redstone plastics co., ltd.",10
E307,Rhine Assemblies Inc,rhine assemblies,inc,7759986,US,Rhine Assemblies Inc,1
E308,RHINE ASSEMBLIES INC.,rhine assemblies,inc,247759986,US,RHINE ASSEMBLIES INC. | Rhine Assemblies Inc | Rhine Assemblies Inc.,4
E309,Rhine Foundry Ltd,rhine foundry,ltd,430959230,GB,RHINE FOUNDRY LTD. | Rhine Fonudry Ltd. | Rhine Foundry Ltd | Rhine Foundry Ltd.,6
E310,Rhine Machinery SARL,rhine machinery,sarl,62626828874,FR,RHINE MACHINERY SARL | Rhine Machinery SARL,4
E311,Rhine Packaging Lda.,rhine packaging lda,,928840726,PT,RHINE PACKAGING LDA. | Rhine Packagign Lda. | Rhine Packaging Lda | Rhine Packaging Lda. | rhine packaging lda.,28
E312,Rhine Tooling AG,rhine tooling,ag,535425961,DE,RHINE TOOLING AG | Rhine Tooilng AG | Rhine Tooling AG | rhine tooling ag,28
E313,RIVERSIDE FASTENERS S.L.,riverside fasteners,s l,59379346C,ES,RIVERSIDE FASTENERS S.L. | Riversdie Fasteners S.L. | Riverside Fasteners S.L. | riverside fasteners s.l.,5
E314,RIVERSIDE CHEMICALS SAS,riverside hcemicals sas,,78380759187,FR,RIVERSIDE CHEMICALS SAS | Riverside Chemicals SAS | Riverside hCemicals SAS | riverside chemicals sas,5
E315,Riverside Metals Inc.,riverside metals,inc,964638761,US,Riverside Metals Inc | Riverside Metals Inc. | riverside metals inc.,6
E316,RiversideC hemicals S.p.A.,riversidec hemicals s p a,,17291807684,IT,Riverside Chemicals S.p.A. | Riverside Chemicals SpA | RiversideC hemicals S.p.A.,5
E317,Royal Coatings S.L.,royal coatings,s l,73413748E,ES,ROYAL COATINGS S.L. | Royal Coatings S.L. | Royal Coatings SL,8
E318,Royal Dyeworks Inc.,royal dyeworks,inc,235650998,US,Royal Dyeworks Inc.,3
E319,Royal Leather S.p.A.,royal leather s p a,,,IT,Royal Leather S.p.A.,1
E320,Royal Leather SpA,royal leather spa,,,IT,Royal Leather SpA,1
E321,Royal Machinery Inc.,royal machinery,inc,227342425,US,ROYAL MACHINERY INC. | Royal Machinery Inc. | Royal Macihnery Inc.,12
E322,"royal tooling co., ltd.",royal tooling,co ltd,7037207554,VN,"Royal Tooling Co., Ltd. | Royal Tooling Co., tLd. | royal tooling co., ltd.",3
E323,"Royal Trading Co., Ltd.",royal trading,co ltd,7398432518,VN,"ROYAL TRADING CO., LTD. | Royal Tradign Co., Ltd. | Royal Trading Co, Ltd | Royal Trading Co., Ltd.",6
E324,RoyalC oatings S.L.,royalc oatings,s l,,ES,RoyalC oatings S.L.,1
E325,RoyalL eather S.p.A.,royall eather s p a,,20429306986,IT,RoyalL eather S.p.A.,3
E326,Silverline Chemicals SAS,silverline chemicals sas,,67254489366,FR,SILVERLINE CHEMICALS SAS | Silverline Chemicals SAS | Silvreline Chemicals SAS | silverline chemicals sas,20
E327,Silverline Componetns SAS,silverline componetns sas,,42403927449,FR,Silverline Componetns SAS | silverline components sas,5
E328,Silverline eLather S.L.,silverline elather,s l,,ES,Silverline eLather S.L.,1
E329,SILVERLINE LEATHER S.L.,silverline leather,s l,95639376A,ES,SILVERLINE LEATHER S.L. | Silverline Leather S.L. | Silverline Leather SL | silverline leather s.l.,16
E330,"Silverline Leather Co., Ltd.",silverline leather,co ltd,MGS37PAKGJERBP9846,CN,"Silverline Leather Co, Ltd | Silverline Leather Co., Ltd. | silverline leather co., ltd.",3
E331,silverline leather s.r.l.,silverline leather s r l,,37704414833,IT,Silverline Leather S.r.l. | silverline leather s.r.l.,3
E332,Silverline Materials SAS,silverline materials sas,,1876960869,FR,Silvelrine Materials SAS | Silverline Materials SAS | silverline materials sas,12
E333,Silverline Polymers Sp z oo,silverline polymers,sp z oo,,,Silverline Polymers Sp z oo,1
E334,Silverline Polymers Sp z oo,silverline polymers,sp z o o,7353254094,PL,SILVERLINE POLYMERS SP. Z O.O. | Silverline Polymers Sp z oo | Silverline Polymers Sp. z o.o.,4
E335,(sin nombre),sin nombre,,,,(sin nombre),1
E336,SOUTHBAY CIRCUITS LTD.,southbay circuits,ltd,188850611,GB,SOUTHBAY CIRCUITS LTD. | Southbay Cicruits Ltd. | Southbay Circuits Ltd | Southbay Circuits Ltd.,6
E337,Southbay Electronics SARL,southbay electronics,sarl,346652635766034,MA,SOUTHBAY ELECTRONICS SARL | Southbay Electronics SARL | southbay electronics sarl,10
E338,southbay electronics s.a.,southbay electronics,s a,7833840D,ES,SOUTHBAY ELECTRONICS S.A. | Southbay Eelctronics S.A. | Southbay Electronics S.A. | Southbay Electronics SA | southbay electronics s.a.,18
E339,Southbay Electronics SRAL,southbay electronics sral,,,MA,Southbay Electronics SRAL,1
E340,Southbay Leather B.V.,southbay leather b v,bv,638797541B81,NL,SOUTHBAY LEATHER B.V. | Southbay Leather B.V. | Southbay Leather BV | southbay leather b.v.,9
E341,southbay leather b.v.,southbay leather b v,,,,southbay leather b.v.,1
E342,Southbay Logistics S.r.l.,southbay logistics s r l,,40684690723,IT,SOUTHBAY LOGISTICS S.R.L. | Southaby Logistics S.r.l. | Southbay Logistics S.r.l. | Southbay Logistics Srl,13
E343,Southbay Logistics S.r.l.,southbay logistics s r l,,,,Southbay Logistics S.r.l.,1
E344,Southbay Yarns A.Ş.,southbay yarns,a s,0992964398,TR,SOUTHBAY YARNS A.Ş. | Southbay Yarns A.Ş. | Southbay Yarns AŞ | southbay yarns a.ş.,5
E345,"Stonebridge Alloys Co, Ltd",stonebridge alloys,co ltd,1043205340,VN,"Stonebridge Alloys Co, Ltd | Stonebridge Alloys Co., Ltd. | stonebridge alloys co., ltd.",4
E346,Stonebridge Fasteners Lda.,stonebridge fasteners lda,,485627467,PT,Stonebridge Fasteners Lda | Stonebridge Fasteners Lda.,4
E347,"Stonebridge Machinery Co., Ltd.",stonebridge machinery,co ltd,5P1Y30A5PDSXVR247B,CN,"Stonebridge Machinery Co, Ltd | Stonebridge Machinery Co., Ltd.",4
E348,stonebridge plastics gmbh,stonebridge plastics,gmbh,885551925,DE,Stonebridge Plastcis GmbH | Stonebridge Plastics GmbH | stonebridge plastics gmbh,4
E349,Stonebridge Tooling SARL,stonebridge tooling,sarl,251361799399069,MA,STONEBRIDGE TOOLING SARL | Stonebridge Tooling SARL | stonebridge tooling sarl,5
E350,stonebridge yarns lda.,stonebridge yarns lda,,103953164,PT,STONEBRIDGE YARNS LDA. | Stonebridge Yarns Lda | Stonebridge Yarns Lda. | stonebridge yarns lda.,5
E351,=SUM(A1:A2),sum a1 a2,,,PL,=SUM(A1:A2),2
E352,Summi tMetals GmbH,summi tmetals,gmbh,492238773,DE,Summi tMetals GmbH,1
E353,Summit Foundry Sp. z o.o.,summit foundry,sp z o o,3439241666,PL,Summit Foundry S.p z o.o. | Summit Foundry Sp. z o.o. | summit foundry sp. z o.o.,5
E354,Summit Industries SAS,summit industries sas,,50014475805,FR,SUMMIT INDUSTRIES SAS | Summit Industries SAS | summit industries sas,5
E355,SUMMIT LEATHER B.V.,summit leather,bv,516371548B32,NL,SUMMIT LEATHER B.V. | Summit Leather B.V. | Summit Leather BV | summit leather b.v.,11
E356,"Summit Machinery Co., Ltd.",summit machinery,co ltd,9402555543,VN,"SUMMIT MACHINERY CO., LTD. | Summit Machinery Co, Ltd | Summit Machinery Co., Ltd. | Summit Machinery Co., tLd. | summit machinery co., ltd.",15
E357,Summit Materials Inc.,summit materials,inc,919170792,US,SUMMIT MATERIALS INC. | Summit Materials Inc | Summit Materials Inc. | Summit Matreials Inc. | summit materials inc.,11
E358,Summit Matreials Inc.,summit matreials,inc,9170792,US,Summit Matreials Inc.,1
E359,SUMMIT METALS GMBH,summit metals,gmbh,,,SUMMIT METALS GMBH,1
E360,Summit Metals GmbH,summit metals,gmbh,492238773,DE,SUMMIT METALS GMBH | Summit Metals GmbH,3
E361,Summit Metals Lda,summit metals lda,,182309739,PT,SUMMIT METALS LDA. | Summit Metals Lda | Summit Metals Lda.,6
E362,Summit Tooling S.L.,summit tooling,s l,17820269F,ES,SUMMIT TOOLING S.L. | Summit Tooilng S.L. | Summit Tooling S.L. | Summit Tooling SL | summit tooling s.l.,16
E363,Summit Trading SARL,summit trading asrl,sarl,44034462491,FR,SUMMIT TRADING SARL | Summit Trading ASRL | Summit Trading SARL | summit trading sarl,15
E364,Sunrise Circuits SAS,sunrise circuits sas,,90916808819,FR,SUNRISE CIRCUITS SAS | Sunrise Circuits SAS,3
E365,Sunrise Components Pvt .Ltd.,sunrise components,pvt ltd,60OBGEY5507A1Z5,IN,SUNRISE COMPONENTS PVT. LTD. | Sunrise Components Pvt .Ltd. | Sunrise Components Pvt Ltd | Sunrise Components Pvt. Ltd.,6
E366,Sunrise Foundry BV,sunrise foundry,bv,757190566B03,NL,Sunrise Foundry BV,2
E367,sunrise foundry b.v.,sunrise foundry b v,,757190566B03,,sunrise foundry b.v.,1
E368,Sunrise Leather SARL,sunrise leather,sarl,17861973435,FR,SUNRISE LEATHER SARL | Sunrise Leahter SARL | Sunrise Leather SARL | sunrise leather sarl,17
E369,Sunrise Plastics SARL,sunrise plastics,sarl,891377623634474,MA,SUNRISE PLASTICS SARL | Sunrise Plastics SARL,3
E370,Sunrise Weaving A.Ş.,sunrise weaving,a s,9075459796,TR,Sunrise Weaving A.Ş. | sunrise weaving a.ş.,4
